English,Dutch
profanity,
profess,
profession,beroep
professional,professioneel
professor,
professorship,
proficiency,
proficient,
profile,profiel
profit,winst
profuse,
profusion,
prog,
progenitor,
progeny,
prognosis,
prognostic,
program,programma
programme,
programmer,
progress,vooruitgang
progression,
progressive,
prohibit,
prohibited,
prohibition,
prohibitive,
project,
projectile,
projectiles,
projecting,
projection,
projector,projector
proletarian,
proletariat,
prolific,
prologue,
prolong,
prolongation,
prolonged,
promenade,
prominence,
prominently,
promiscuous,
promise,belofte
promising,
promissory,
promontory,
promote,
promoter,
promotion,
prompt,prompt
prompting,
promulgate,
promulgation,
prone,
prong,
pronounce,uitspreken
pronounced,
pronouncement,
pronunciation,uitspraak
proof,bewijs
prop,
propaganda,
propagate,
propagation,
propane,
propel,
propelled,
propeller,
propelling,
propensity,geneigdheid
proper,gepast
property,eigenschap
prophecy,
prophesy,
prophet,
prophetic,
prophylactic,
prophylaxis,
proportion,
proportional,
proportionate,
proportions,
proposal,voorstel
proposition,
proprietary,gepatenteerd
proprietor,
proprietorship,
propriety,
propulsion,
prose,
prosecute,
prosecution,
prosecutor,
prospect,vooruitzicht
prospective,aanstaande
prospectively,
prospectus,
prosper,
prosperity,
prosperous,
prostitute,
prostitution,
prostrate,
protagonist,
protect,beschermen
protected,
protecting,
protection,bescherming
protective,
protector,
protein,eiwit
protest,
protestant,
protocol,
prototype,
protozoa,
protracted,
protrude,
protrusion,
proud,trots
prove,bewijzen
proven,
proverb,
proverbial,
provide,voorzien
provided,aangeboden
providence,
providing,
province,
provincial,
provision,
provisionally,voorlopig
provisions,
proviso,
provocation,
provocative,
provoking,
provost,provoost
prowess,dapperheid
prowl,
proximal,
proximate,
proximity,
proxy,volmacht
prudence,
prudent,
prune,snoeien
pry,
prying,
psalm,
pseudo,
pseudonym,
psyche,
psychical,
psychics,
psychological,
psychologist,psycholoog
psychology,
psychosis,
pub,
puberty,
pubescent,
public,openbaar
publication,uitgave
publicist,
publicity,
publicly,in het openbaar
publish,publiceren
published,
publisher,
pudding,
puddle,plas
puff,
puffy,
pug,
puke,
pull,trek
pulley,
pullover,
pulmonary,
pulp,
pulpit,
pulsation,
pulse,
puma,
pump,pomp
pun,woordspeling
punch,stempel
punctual,stipt
punctuality,
punctually,
punctuation,
puncture,
pundit,
pungent,scherp
punish,straffen
punished,
punishing,
punishment,
punitive,
punk,
punt,
puny,
pup,
pupil,pupil
puppet,
puppy,puppy
purchase,aankoop
purchaser,
purchasing,
puree,
purely,
purgatory,
purge,
purification,
purify,
purist,
purity,
purple,purper
purport,
purpose,doel
purposely,
purr,
purse,
pursuance,
pursuing,
pursuit,
purveyor,
purview,
pus,
push,duw
pushing,
puss,poes
pussy,kut
pussycat,poesje
put,zetten
putative,
puts,
putty,
puzzled,
puzzling,
pygmy,
pyramid,piramide
pyramidal,
pyrotechnics,
quack,
quad,
quadrangle,
quadrant,
quadratic,
quadrature,
quadruple,
quadrupole,
quagmire,
quail,
quaint,
quake,
qualified,
qualify,kwalificeren
qualifying,
qualities,
quality,kwaliteit
quandary,
quantify,
quantitative,
quantitatively,
quantity,hoeveelheid
quantum,
quarantine,
quarrel,ruzie
quarry,
quart,pot
quarter,kwartaal
quartered,
quarters,vertrekken
quartet,
quartile,
quarto,
quartz,kwarts
quash,
quasi,
quaternary,
quay,
queen,koningin
queer,
quell,
quench,
query,
quest,zoektocht
question,vraag
questionable,
questioning,
queue,
quicken,
quickly,snel
quickness,
quicksilver,
quid,
quiescent,
quiet,rustig
quietly,
quill,
quilt,watteren
quinine,
quit,ophouden
quits,
quiver,
quivering,
quiz,
quorum,
quota,
quotation,
quote,
quotient,
rabbit,konijn
rabble,
rabid,
rabies,
race,race
racehorse,
racer,
rack,
racket,
racking,
racy,
radar,
radiance,glans
radiant,
radiate,uitstralen
radiation,
radically,
radio,radio
radioactive,
radioactivity,
radiograph,
radiography,
radiology,
radium,
radius,
radon,
raffle,
raft,
rage,
ragged,
raging,
rags,
raid,
rail,rail
railing,
railroad,spoorweg
railway,
raiment,
rain,regen
raincoat,
rainfall,
rainy,
raise,verhogen
raised,verheven
raising,
rake,hark
rally,
ram,
ramble,
rambling,
ramp,
rampage,
ranch,
rancid,
randomly,
randomness,
randy,
ranger,
rank,rang
ransom,
rant,
rap,
rape,
rapid,snel
rapidity,
rapids,
rapping,
rapt,
raptors,
rapture,
rarely,
rarity,
rascal,
rash,huiduitslag
rat,
ratchet,
rate,snelheid
ratification,
ratify,
rating,classificatie
ratio,
ration,
rational,
rationale,
rationalism,
rationality,
rattan,
rattle,
rattlesnake,
raucous,
rave,
raven,
ravenous,
ravine,
raving,
rawhide,
ray,straal
razor,scheermes
reach,bereiken
react,reageren
reactionary,
read,lezen
reader,
readership,
readily,
readiness,gereedheid
reading,
readjustment,
ready,klaar
reaffirm,
reagent,reagens
real,echt
realism,
realistic,realistisch
reality,
realm,
realty,
ream,
reap,
reappear,
rear,
rearrange,herschikken
rearrangement,
reason,reden
reasonableness,
reasoning,
reasons,
reassemble,
reassurance,
reassure,
reassured,
reassuring,
rebate,
rebel,
rebellion,
reborn,
rebound,
rebuild,
rebuke,
rebut,
recalcitrant,
recall,terugroepen
recast,
recede,
receding,
receipt,ontvangst
receipts,
received,ontvangen
receiver,ontvanger
receiving,
recent,recent
receptacle,
reception,
recess,
recesses,
recession,
recherche,
recidivism,
recipe,
recipient,recipiënt
reciprocal,
reciprocate,
reciprocity,
recital,overweging
recitation,
recite,
reckless,
recklessness,
reckoning,
reclamation,
recline,
recluse,
recognition,erkenning
recognizable,herkenbaar
recognized,
recoil,
recollect,
recollection,
recombinant,
recombination,
recommend,adviseren
recommendation,
recompense,
reconcile,
reconciliation,
reconnaissance,
reconsider,
reconsideration,
reconstitution,
reconstruct,reconstrueren
reconstruction,
record,record
recorder,
recording,
recount,
recoup,
recourse,
recoverable,
recovery,
recreation,
recreational,
recruit,
recruiting,
recruits,
rectangle,
rectangular,
rectification,
rectify,rectificeren
rector,
rectory,
recumbent,
recuperation,
recur,
recurrence,
recurrent,
recurring,
recursion,
recursive,
recursively,
red,rood
reddish,
redemption,aflossing
redness,
redress,
reduced,
reduction,reductie
redundancy,overtolligheid
redundant,overtollig
reed,
reef,
reefs,
reel,
reestablish,
referee,
reference,verwijzing
referendum,
refine,verfijnen
refinement,
refinery,
refining,
refit,
reflect,reflecteren
reflecting,
reflection,reflection
reflective,
reflector,
reflex,
reflux,
reform,
reformation,
reformer,
refraction,
refractor,
refractory,
refrain,
refraining,
refreshing,
refrigerate,
refrigeration,
refrigerator,
refuge,
refugee,vluchteling
refund,
refurbish,renoveren
refusal,
refuse,weigeren
refused,
refusing,
refutation,
refute,
regain,herwinnen
regal,
regalia,
regatta,
regency,
regenerate,wedergeboren
regeneration,
regent,
regime,
regimen,
regiment,
region,regio
regional,
regionalism,
register,registreren
registrar,
registration,
registry,
regress,
regression,
regressive,
regret,spijt
regrettable,
regretted,
regretting,
regular,regelmatig
regularity,
regulars,
regulate,reguleren
regulated,
regulation,
regulatory,
regurgitation,
rehabilitate,
rehabilitation,
rehearsal,
reign,
reimburse,
reimbursement,
rein,
reindeer,
reinforce,
reinforcement,
reinforcements,
reins,
reinstall,
reinstate,
reinstatement,
reinvest,
reinvestment,
reiterate,
reject,
rejected,verworpen
rejection,afwijzing
rejects,verwerpt
rejoice,verheugen
rejoicing,
rejoin,
rejuvenate,
rejuvenated,
rekindle,
relapse,
relate,vertellen
related,verwant
relation,relatie
relationship,
relative,familielid
relativity,
relaxant,
relaxation,
relaxed,
relay,relais
release,vrijlating
released,
relegation,
relevancy,
relevant,relevant
reliability,
reliable,betrouwbaar
reliance,
relic,
relics,
relief,reliëf
relieving,
religion,religie
religious,
relinquish,
relish,
reluctance,
reluctant,
remainder,restant
remaining,overgebleven
remains,stoffelijk overschot
remake,
remand,
remark,opmerking
remarkable,opmerkelijk
remarkably,
remedial,
remedy,remedie
remember,onthouden
remembered,herinnerde
remembering,
remembrance,
remind,herinneren
reminder,
remiss,
remission,vergeving
remit,
remittance,afdracht
remnant,
remodel,
remorse,
remote,afgelegen
remoteness,
removal,verwijdering
remove,verwijderen
remuneration,vergoeding
renaissance,
rencontre,
rend,
render,
rendering,
rendezvous,
rendition,
renegade,
renewal,
renounce,
renovate,vernieuwen
renovated,
renovation,
renown,
renowned,vermaard
rent,huur
rental,huur
renter,
renunciation,
reorganization,
reorganize,
repair,reparatie
reparation,
repay,
repayment,
repeal,intrekking
repeat,herhalen
repeated,herhaald
repeatedly,
repeater,
repellant,
repellent,
repelling,
repent,
repentance,
repertoire,
repertory,
repetition,herhaling
replace,vervangen
replacement,vervanging
replenish,
replete,
replication,
reply,antwoorden
report,rapport
reported,
reporter,verslaggever
repose,
reposition,
repository,
representation,vertegenwoordiging
representative,vertegenwoordiger
represented,vertegenwoordigd
representing,
repress,
repressed,
repression,
reprieve,
reprimand,
reprint,
reprisal,
reprise,
reproach,
reproduce,reproduceren
reproduction,weergave
reproductive,
reptile,
republic,republiek
republican,
repudiation,
repulsion,
repurchase,
reputable,
reputation,reputatie
repute,
request,verzoek
requiem,
required,verplicht
requirement,eis
requisite,
requisition,
rescind,
rescission,
rescue,redding
research,onderzoek
resection,
resemblance,
resemble,
resembling,
resent,kwalijk nemen
resentful,
resentment,
reservation,
reserve,reserve
reserved,gereserveerd
reserves,reserves
reservoir,
reside,verblijven
residence,residentie
residences,
resident,
residual,
residue,
resign,aftreden
resignation,ontslag
resigned,
resilience,
resilient,veerkrachtig
resin,
resist,weerstand
resistance,weerstand
resistant,
resisting,weerstand
resistive,
resolute,
resolutely,
resolution,
resolve,oplossen
resolved,
resonance,
resonant,
resonate,
resonator,
resort,toevlucht
resounding,
resources,middelen
respect,eerbied
respectability,
respectable,
respected,
respectful,
respecting,
respective,
respects,
respiration,
respirator,
respite,
resplendent,
respond,
respondent,
response,antwoord
responsibility,verantwoordelijkheid
responsible,verantwoordelijk
responsive,
rest,rest
restaurant,restaurant
restful,
restitution,teruggave
restlessness,
restoration,
restorative,
restored,
restoring,
restrain,
restrained,
restraint,
restrict,
restricted,
restriction,beperking
restrictive,
result,resultaat
resultant,
resumption,
resurrection,
resuscitation,
retail,kleinhandel
retailer,
retain,behouden
retaining,
retake,
retaliate,
retaliation,
retaliatory,
retard,vertragen
retardation,
retention,
retentive,
reticent,
retina,
retired,
retirement,
retiring,
retold,
retort,
retrace,
retract,
retraction,
retrenchment,
retribution,
retrieval,
retrieve,
retriever,
retroactive,
retrograde,
retrospect,
retrospective,met terugwerkende kracht
retrospectively,
return,terugkeer
reunion,
reveal,
revel,
revelation,
revels,
revenge,wraak
revenue,
reverberation,weerkaatsing
revere,
reverence,
reverend,
reverent,
reverie,
reversal,
reverse,omgekeerde
reversion,
revert,
reverting,
review,recensie
reviewer,
revise,herzien
revision,
revisit,
revival,
revive,herleven
revocation,herroeping
revoke,
revolt,
revolting,
revolution,
revolutionary,
revolutionize,
revolve,
revolver,
revulsion,
reward,beloning
rhetoric,
rhetorical,
rheumatism,
rhyme,
rhyming,
rhythm,ritme
rhythmical,
rib,
ribbed,
ribbon,lint
rice,rijst
riches,
richness,
rick,
rickety,
rid,bevrijden
riddance,
riddle,
riddled,
ride,rit
rider,
ridge,
ridicule,
ridiculous,
riding,
rife,
rifle,
rifles,
rift,
rig,tuig
rigging,
righteous,rechtvaardig
rightful,
rightly,
rigid,
rigidity,
rigor,
rigorous,
rim,
rind,
ring,ring
ringer,
ringing,rinkelen
rink,
rinse,
riot,
riotous,
riparian,
ripe,rijp
ripen,rijpen
ripening,
ripple,
rise,stijgen
rising,
risk,risico
risky,
rite,
ritual,
ritualistic,
rival,concurrent
rivalry,rivaliteit
river,rivier
riverbank,
rivet,
riveted,
riveting,
road,weg
roads,wegen
roadster,
roadway,
roam,
roar,gebrul
roast,gebraden
rob,beroven
robber,
robbery,beroving
robe,gewaad
robot,robot
robotics,
robust,
roc,
rock,rots
rocket,
rocks,
rod,staaf
roe,
rogue,
role,
roll,rollen
roller,
rollers,
rollicking,
rolling,
romance,
romantic,
romanticism,
romp,stoeipartij
roof,dak
rook,
room,kamer
roomy,
roost,
rooster,haan
root,wortel
rooted,
rope,touw
rosary,
rose,rose
rosemary,rosmarijn
rosette,
roster,
rosy,
rot,rot
rota,
rotary,
rotate,
rotation,
rote,
rotor,
rotting,rottende
rouge,
rough,
roughly,
roughness,ruwheid
roulette,
round,rondje
roundabout,
rounded,
roundup,
rouse,wekken
rouser,
rousing,
rout,
route,route
routine,
rover,
roving,
row,rij
rowdy,
royal,koninklijk
royalty,royalty
rub,wrijven
rubber,rubber
rubbers,
rubbing,
rubbish,onzin
rubble,
rubric,
ruby,robijn
rudder,
ruddy,
rudimentary,
rudiments,
rue,
ruff,
ruffle,
rug,kleedje
rugged,
ruin,ruïne
ruined,
ruinous,
ruins,
rule,regel
ruler,
ruling,
rum,
rumble,
rummage,rommel
rumor,
rumored,
rump,
runaway,
runes,
rung,
runner,
running,lopend
runway,
rupture,
rural,
ruse,
rush,stormloop
rust,roest
rustic,
rustle,
rusty,
rut,
ruth,
ruthless,
rye,
saber,
sable,
sabotage,
sac,sac
sack,
sacrament,
sacred,heilig
sacrifices,
saddle,zadel
sadly,droevig
sadness,
safe,safe
safeguard,vrijwaren
safekeeping,
safety,veiligheid
saffron,
sag,
saga,
sage,salie
sail,zeil
sailing,afvaart
sailor,zeeman
saint,
saintly,
salad,salade
salamander,
salary,salaris
sale,verkoop
salesman,verkoper
salient,
saline,
saliva,
sally,
salon,
saloon,
salt,zout
salty,zout
salutary,
salutation,begroeting
salute,
salvage,
salvation,
salve,
samba,
sameness,
samurai,
sanctification,
sanctified,
sanctify,
sanction,
sanctioned,
sanctity,
sanctuary,
sand,zand
sandal,
sander,
sands,zandkorrels
sandy,zanderig
sane,
sanguine,
sanitary,
sanity,
sans,
sap,
sapphire,saffier
sappy,
sarcasm,
sarcoma,
sardonic,
sash,
satanic,
satchel,schooltas
sate,
satellite,
satin,
satire,
satirical,
satisfaction,tevredenheid
satisfactorily,bevredigend
satisfied,
saturate,
saturated,
saturation,
sauce,saus
saucepan,
saucer,schotel
saucy,
sauerkraut,
sauna,
savage,woest
savagery,
savanna,
save,sparen
saving,besparing
savings,
savor,
savory,
savvy,
sawdust,
sax,
saxophone,
scab,
scabbard,
scaffold,
scaffolding,
scale,schaal
scales,
scallop,schulp
scalp,hoofdhuid
scalpel,scalpel
scaly,
scan,
scandal,
scandalous,
scanty,
scape,
scapegoat,
scar,
scarab,
scarce,schaars
scarcely,
scarcity,
scare,
scarecrow,
scarf,
scarlet,
scatter,verstrooien
scattered,
scattering,
scavenger,
scene,scène
scenery,landschap
scenic,
scent,geur
sceptical,
scepticism,
schematic,
scheme,
schism,
schizophrenia,
scholar,
scholarly,
scholarship,
school,school
schoolboy,
schooling,scholing
schoolmaster,
schooner,
sciatica,
science,wetenschap
scientific,wetenschappelijk
scientist,wetenschapper
scintilla,
scintillation,
scintillator,
scion,
scissors,schaar
scoff,
scold,schelden
scolding,
scoop,
scope,
scorching,
score,partituur
scores,
scorn,hoon
scorpion,
scotch,
scoundrel,
scour,
scourge,
scout,verkenner
scrabble,
scramble,
scrambling,
scrape,schrapen
scrapie,
scraping,
scratch,schram
scream,
screaming,
screech,
screen,scherm
screwdriver,
screwed,
scribble,
scribe,
scrimmage,
scrip,
script,
scriptural,
scripture,
scroll,rol
scrub,schrobben
scrumptious,
scrupulous,
scrutinize,
scrutiny,
sculptor,beeldhouwer
sculpture,beeldhouwkunst
sculptured,
scum,
sea,zee
seaboard,
seal,zegel
seals,afdichtingen
seam,
seaman,
seamless,
seamstress,
seaport,
sear,verdroogd
search,zoeken
searching,
seared,aangebraden
seaside,
season,seizoen
seasoned,
seasoning,
seat,zitplaats
secession,
secluded,
seclusion,
secondary,secundair
secondhand,
secrecy,geheimhouding
secret,geheim
secretariat,
secretary,secretaresse
secrete,
secretion,
secretive,
secretly,
sect,
sectarian,
sectional,
sector,
secular,
secularism,
securities,waardepapieren
security,veiligheid
sedan,
sedate,
sedative,
sedentary,
sedge,
sediment,
sedimentary,
sedition,
seduce,
seducing,
seduction,
seductive,
seed,zaad
seedling,
seek,
seeker,zoeker
seemingly,schijnbaar
seer,
seething,
segment,segment
segregate,
segregated,
segregation,
seize,grijpen
seizure,
seldom,zelden
select,kiezen
selection,
selfish,egoïstisch
selfishness,
sell,verkopen
seller,
semaphore,
semblance,
semen,
semicolon,
seminal,
seminar,
seminary,
semiotics,
senate,
senator,
send,sturen
senescence,
senile,
senior,
seniority,
sensation,
sensational,
sense,gevoel
senseless,
senses,
sensibility,
sensibly,
sensitive,gevoelig
sensory,
sensual,
sensuality,
sensuous,
sentence,zin
sentient,
sentiment,
sentimental,
sentimentality,
sentinel,schildwacht
sentry,
separable,
separate,apart
separately,afzonderlijk
separation,scheiding
separatist,
sepia,
sepsis,
sept,
septic,
septum,
sequel,
sequence,opeenvolging
sequent,
sequestered,
sequestration,
serene,
serenity,
sergeant,
serial,
series,
serif,
seriousness,
sermon,
serpent,
serpentine,
serrated,
serum,
servant,dienaar
serve,serveren
service,service
serviceable,
servile,
servitude,
sess,
session,sessie
sessions,
set,reeks
setback,
sett,
setter,
settle,vestigen
settled,verrekend
settler,
settlor,
seventh,zevende
seventy,zeventig
sever,
severable,
severally,
severance,verbreking
severely,
severity,
sew,naaien
sewage,rioolwater
sewer,riool
sewerage,
sex,geslacht
sexuality,
sexy,
shabby,
shack,
shackle,
shade,schaduw
shades,
shading,shading
shadow,schaduw
shadowy,
shady,
shaft,
shag,
shaggy,
shake,schudden
shaken,
shaking,
shaky,
sham,
shaman,
shambles,
shame,schaamte
shameful,
shameless,
shanghai,
shank,
shanty,
shape,vorm
shapely,
share,aandeel
shareholder,
shark,haai
sharpen,verscherpen
sharpened,
sharpener,
sharpness,
shatter,
shattered,
shave,scheren
shaving,
shawl,
sheaf,
shear,
shears,scharen
sheath,schede
sheathing,
shed,
sheen,
sheep,schapen
sheer,
sheet,vel
shelf,plank
shell,schelp
shellfish,
shelter,schuilplaats
shelved,
shepherd,
sheriff,
sherry,
shield,schild
shift,verschuiving
shifting,verplaatsing
shilling,shilling
shimmer,
shin,
shine,glans
shingle,
shining,
shiny,
ship,schip
shipment,verzending
shipping,Verzending
shipwreck,
shire,
shirt,overhemd
shit,stront
shiver,
shivering,
shoals,
shock,schok
shockingly,
shoddy,
shoe,schoen
shoemaker,
shoot,schieten
shooter,
shooting,het schieten
shop,winkel
shopkeeper,
shoplifting,
shopping,het winkelen
shore,oever
shorn,
short,kort
shortage,
shortcoming,
shorten,
shortening,
shorthand,
shortly,binnenkort
shortness,
shorts,
shot,
shotgun,
shoulder,schouder
shout,schreeuw
shove,
shovel,
shoveling,
show,tonen
shower,douche
showing,tonen
showy,opzichtig
shrapnel,
shred,
shrewd,
shriek,
shrill,
shrimp,
shrine,
shrink,
shrinking,
shroud,
shrub,
shrubbery,
shrug,
shrunk,
shudder,
shuffle,
shuffling,schuifelen
shun,
shunt,
shut,gesloten
shutter,sluiter
shuttle,
sib,
sic,
sick,ziek
sickening,
sickle,
sickly,
sickness,
side,kant
sideboard,
sidestep,
sideways,
siege,
siesta,
sieve,
sifting,
sigh,
sight,zicht
sign,teken
signal,
signature,handtekening
significance,
significant,significant
signification,
signify,
signpost,
silent,stil
silently,
silhouette,
silk,zijde
silken,
silky,
sill,
silliness,
silly,
silt,
silver,zilver
silvery,
similar,soortgelijk
similarity,
simile,
simmer,
simmering,
simple,eenvoudig
simples,
simplify,
simply,
simulate,
simulated,
simulating,
simulation,
simultaneous,simultaan
simultaneously,tegelijk
sin,
sincere,oprecht
sincerity,
sinful,
sing,zingen
singer,
single,single
singly,
singular,
singularity,
singularly,
sinister,
sink,wastafel
sinner,
sinning,
sinus,
sip,
siphon,
sir,mijnheer
sire,
siren,
sissy,mietje
sister,zus
sisterhood,
site,plaats
sith,
sitting,zittend
situate,
situated,
situation,situatie
sixth,zesde
sixty,zestig
size,grootte
sizzle,
skate,schaatsen
skating,
skein,
skeleton,skelet
skeptic,
skeptical,
skepticism,
sketch,
sketchy,
skewed,
skewer,
ski,
skid,slippen
skiff,
skill,bekwaamheid
skilled,
skillet,
skillful,
skim,
skin,huid
skinny,broodmager
skip,overslaan
skipper,
skirmish,
skirt,rok
skirting,
skirts,
skit,
skull,
skunk,
sky,hemel
skyscraper,
slab,plaat
slack,
slag,
slam,
slander,
slanderous,
slang,bargoens
slant,
slap,
slash,
slashes,
slate,
slates,
slaughter,
slaughterhouse,
slaughtering,
slave,slaaf
slavery,slavernij
slay,
slayer,
sledge,
sleek,
sleep,slaap
sleeper,
sleeping,
sleeplessness,slapeloosheid
sleepy,
sleet,
sleeve,
sleeveless,
sleigh,
sleight,
slender,
sleuth,
slice,
slick,
slide,glijbaan
sliding,glijdend
slight,gering
slightly,
slim,slank
slime,
slimy,
sling,slinger
slink,
slip,uitglijden
slipper,
slippers,
slit,
sliver,
slogan,
sloop,
slop,
slope,helling
sloppy,slordig
slot,sleuf
sloth,
slouch,
slough,
slow,langzaam
slowly,langzaam
slowness,
sludge,
slug,slak
sluggish,
sluice,
slum,
slumber,
slump,
slur,
slush,
slut,slet
sly,
smack,
small,klein
smaller,
smallest,
smash,
smashed,
smattering,
smear,
smell,ruiken
smelling,
smelt,
smile,glimlach
smiling,
smirk,
smite,
smith,
smitten,
smoker,
smokey,
smoking,
smoky,
smoldering,
smoothly,glad
smoothness,
smother,
smudge,
smug,
smuggle,
smuggler,
smuggling,
smut,
snack,snack
snacks,
snag,
snags,
snail,slak
snake,slang
snap,breuk
snapshot,
snare,
snarl,
snarling,
snatch,
sneak,
sneakers,
sneaking,
sneer,
sneeze,
sneezing,
snicker,
snide,
sniff,
snip,
snipe,
snippet,
snob,
snoopy,
snooze,
snore,
snort,
snout,
snow,sneeuw
snowball,
snowflake,
snowy,
snuff,
soak,weken
soaking,
soap,zeep
soapy,
soaring,
sob,
sobriety,
soc,
soccer,voetbal
sociable,
social,sociaal
socialism,
socialist,
society,maatschappij
sock,sok
socket,stopcontact
sod,zode
sofa,sofa
softening,
softness,
soggy,
soil,bodem
soiled,
sojourn,
solace,
solar,
solder,
soldering,
soldier,soldaat
sole,
solicit,
solicitation,
solicitor,
solid,solide
solidarity,
solidification,
solidified,
solidify,
solidity,
solitaire,
solitary,eenzaam
solitude,
solo,solo
solubility,
soluble,
solution,oplossing
solve,oplossen
solvency,
solvent,
somatic,
somber,
son,zoon
sonar,
sonata,
song,lied
sonnet,
sonorous,
soot,
soothe,kalmeren
soothing,
sophomore,
soprano,
sorcerer,
sorcery,
sordid,
sore,pijnlijk
sorely,
soreness,
sorghum,
sorority,
sorrow,droefheid
sorrowful,
sort,sorteren
sorter,
sortie,
sorting,
sou,sou
soulless,
soulmate,
sound,klinken
sounding,
soundness,
soup,soep
sour,zuur
source,bron
souvenir,
sovereign,
sovereignty,
sow,zeug
spa,
space,ruimte
spacious,
spade,spade
span,
spaniel,
spank,
spanking,
spar,
spare,reserve
sparingly,
spark,
sparkle,schitteren
sparring,
sparse,
spasm,
spat,
spatula,
spawn,
speaker,
speaking,
spear,
special,speciaal
specialist,
speciality,
specialize,
specially,
specie,
species,
specific,specifiek
specification,
specimen,
speck,
speckled,
specs,
spectacle,
spectacles,
spectacular,spectaculaire
spectator,
specter,
spectral,
spectrometer,
spectrophotometer,
spectroscopy,
spectrum,
speculate,
speculation,
speculative,
speculum,
speech,spraak
speechless,
speed,snelheid
speedily,
speedometer,snelheidsmeter
speedway,
speedy,
spellbound,
spelling,
spencer,
spend,besteden
spent,
sperm,
spew,
sphere,
spherical,
sphinx,
spice,
spicy,
spider,
spigot,
spike,
spiked,
spiky,
spill,morsen
spin,spinnen
spinal,
spindle,
spine,
spinning,
spinster,
spiny,
spiral,
spire,
spirit,geest
spirits,
spiritual,geestelijk
spirituality,geestelijkheid
spit,spit
spite,wrok
spiteful,
splash,
spleen,
splendid,prachtig
splendor,
splice,
spline,
splint,
splinter,
split,klieven
splitting,
splurge,
spoil,bederven
spoiler,
spoiling,
spoke,
spoken,
spokesman,
sponge,
spongy,
sponsor,
sponsorship,
spoof,
spook,
spoon,lepel
spoonful,
sporadic,
spore,
sport,sport
sporting,
sports,sport-
sportsman,
spot,plek
spotless,
spotted,
spotty,
spousal,
spouse,
spout,
sprain,
sprawl,
spray,besproeien
spread,verspreiding
spree,
sprinkling,
sprite,
sprout,
spruce,
spur,
spurious,
spurred,
spurt,
spy,
squad,
squadron,
squall,
squamous,
square,vierkant
squat,
squatter,
squeak,
squeal,
squeamish,
squeeze,
squeezing,
squelch,
squint,
squire,
squirm,
squirrel,
squirt,
stab,
stability,
stable,stabiel
staccato,
stack,stack
staff,personeel
stag,
stage,podium
stagger,
staggering,
stagnant,
stagnation,
staid,
stain,vlek
stainless,
stair,trap
staircase,trappenhuis
stairway,trap
stake,
stale,
stalemate,
stalk,
stall,kraam
stallion,
stalls,stallen
stalwart,
stamina,
stamp,stamp
stand,staan
standard,standaard
standardize,
standing,
standoff,
standpoint,
standstill,stilstand
stanza,
staple,
star,ster
starboard,
starch,
stare,
staring,
stark,
starlight,
starry,
stars,sterren
start,begin
startle,
startling,
starvation,
starved,
starving,
state,staat
stately,
statement,verklaring
stateroom,
statesman,
static,
statics,
station,station
stationary,
stationery,
statistical,
statistician,
stator,
statuary,
statue,standbeeld
statuette,
stature,
status,toestand
statute,
statutory,wettelijk voorgeschreven
staunch,trouw
stave,
stay,blijven
stayed,bleef
stays,verblijven
stead,
steadfast,
steady,vast
steal,
stealing,
stealth,
stealthily,
stealthy,
steamboat,
steamer,
steamroller,
steamship,
steamy,
steel,staal
steep,steil
steeple,
steer,sturen
stellar,
stem,steel
stench,
stencil,
step,stap
steppe,
steps,
stereoscopic,
stereotype,
stereotyped,
sterile,
sterility,
sterling,
stern,
stethoscope,
stew,stoven
steward,
stewardship,
stick,stok
sticking,
sticky,
stiff,stijf
stiffen,stijven
stiffness,stijfheid
stifle,
stifled,
stifling,
stigma,
stile,
stiletto,
stillborn,
stillness,
stilts,
stimulant,
stimulation,
stimulus,
sting,steek
stinging,
stingy,
stink,stinken
stinking,
stint,
stipulate,
stipulation,
stir,roeren
stirring,
stitch,
stock,voorraad
stockbroker,
stocking,kous
stocks,
stole,
stolen,
stomach,maag
stone,steen
stoned,
stoneware,
stony,
stool,
stools,
stoop,
stop,stoppen
stoppage,stopzetting
stopper,
stopping,
stopwatch,
storage,
store,winkel
storehouse,
storing,
storm,storm
storming,
stormy,
story,verhaal
stout,
stove,fornuis
stow,
straddle,
straight,rechtdoor
straighten,strekken
straightforward,
straightway,
strained,gespannen
strait,
straits,
strand,
stranded,
stranger,
strangle,
strap,riem
strapping,
strata,
strategic,
strategist,
strategy,strategie
stratification,
stratum,
stratus,
straw,stro
stray,
streak,streep
streaked,
stream,beek
streamer,
streaming,
street,straat
strength,sterkte
strengthen,versterken
strengthening,
strenuous,
stress,spanning
stretch,rekken
stretcher,
stricken,
stride,
strife,
strike,staking
striking,opvallend
strikingly,opvallend
string,koord
stringy,
strip,strip
stripe,streep
stripped,
strive,
strobe,
stroke,beroerte
stroll,
stronghold,
strongly,
structural,
structure,
struggle,strijd
strut,
stubble,
stubbornness,
stubby,
stucco,
stuck,
stud,
studded,
student,student
studied,
studio,
study,studie
stuff,spul
stuffing,vulling
stuffy,
stumble,
stump,
stunned,
stunt,stunt
stunted,
stupendous,kolossaal
stupid,dom
stupidity,
stupor,
sturdy,
sturgeon,
stutter,
sty,
style,stijl
stylish,
subatomic,
subcommittee,
subconscious,
subcutaneous,
subdivide,
subdivision,
subduction,
subdue,
subdued,
subito,
subject,onderwerp
subjected,
subjection,
subjective,
subjugation,
sublimation,
